DB09050,-9.93
DB01753,-9.79
DB04983,-9.67
DB13138,-9.55
DB01774,-9.45
DB02319,-9.40
DB04301,-9.20
DB07268,-9.18
DB01763,-9.13
DB02309,-9.05
DB01705,-8.98
DB12846,-8.97
DB08836,-8.90
DB04103,-8.82
DB12939,-8.75
DB08513,-8.74
DB05590,-8.72
DB07022,-8.69
DB11184,-8.65
DB03797,-8.63
DB12617,-8.63
DB03079,-8.61
DB01792,-8.60
DB04259,-8.57
DB04129,-8.56
DB09313,-8.56
DB02732,-8.55
DB03300,-8.54
DB03461,-8.54
DB02498,-8.52
DB03186,-8.49
DB03227,-8.47
DB03593,-8.44
DB04068,-8.42
DB03826,-8.40
DB11640,-8.40
DB03893,-8.36
DB03478,-8.35
DB03962,-8.35
DB02048,-8.32
DB03493,-8.32
DB04789,-8.32
DB14879,-8.32
DB02581,-8.31
DB09134,-8.31
DB13490,-8.30
DB01860,-8.28
DB04400,-8.28
DB07292,-8.28
DB02338,-8.27
DB06178,-8.26
DB08118,-8.25
DB04205,-8.24
DB04264,-8.23
DB04651,-8.22
DB01755,-8.20
DB04367,-8.20
DB03164,-8.19
DB04071,-8.19
DB15232,-8.19
DB13005,-8.18
DB04201,-8.17
DB01752,-8.16
DB03458,-8.16
DB01975,-8.15
DB02829,-8.15
DB03213,-8.15
DB03358,-8.15
DB04322,-8.14
DB12757,-8.14
DB11664,-8.12
DB11871,-8.12
DB08005,-8.11
DB04482,-8.09
DB13967,-8.07
DB12138,-8.06
DB07351,-8.04
DB09076,-8.04
DB01908,-8.03
DB04442,-8.03
DB04514,-8.03
DB04860,-8.03
DB03155,-8.02
DB07760,-8.02
DB02802,-8.01
DB03376,-8.01
DB04395,-7.98
DB04421,-7.98
DB02830,-7.97
DB03829,-7.96
DB13211,-7.96
DB02573,-7.95
DB02704,-7.95
DB00171,-7.94
DB03326,-7.94
DB08301,-7.94
DB13016,-7.94
DB14128,-7.94
DB04158,-7.93
DB08479,-7.93
DB08569,-7.93
DB08839,-7.93
DB01690,-7.92
DB02762,-7.92
DB01661,-7.91
DB03200,-7.91
DB00853,-7.89
DB03576,-7.89
DB00267,-7.88
DB00598,-7.88
DB02905,-7.88
DB08646,-7.87
DB14636,-7.87
DB06408,-7.85
DB07773,-7.85
DB13056,-7.85
DB02596,-7.84
DB03020,-7.84
DB12531,-7.84
DB13571,-7.84
DB00398,-7.83
DB00811,-7.83
DB02075,-7.82
DB02483,-7.82
DB03332,-7.82
DB12405,-7.82
DB01972,-7.81
DB02540,-7.81
DB03222,-7.80
DB03256,-7.80
DB08687,-7.80
DB07786,-7.79
DB15063,-7.79
DB04543,-7.78
DB04555,-7.77
DB02189,-7.76
DB02307,-7.75
DB02819,-7.75
DB03065,-7.75
DB04099,-7.75
DB08822,-7.75
DB01765,-7.74
DB04418,-7.74
DB07783,-7.73
DB02706,-7.72
DB03876,-7.72
DB04023,-7.72
DB08652,-7.72
DB02269,-7.71
DB03355,-7.71
DB14859,-7.71
DB00701,-7.70
DB01864,-7.70
DB07985,-7.70
DB03907,-7.69
DB04537,-7.69
DB07457,-7.69
DB12669,-7.69
DB02959,-7.68
DB03596,-7.68
DB12307,-7.68
DB02790,-7.66
DB11940,-7.65
DB01767,-7.64
DB03313,-7.64
DB06523,-7.64
DB07993,-7.64
DB03602,-7.63
DB03725,-7.63
DB01962,-7.62
DB02629,-7.62
DB03726,-7.61
DB08075,-7.61
DB06477,-7.60
DB15246,-7.60
DB02547,-7.59
DB03067,-7.59
DB03823,-7.59
DB13930,-7.59
DB02657,-7.58
DB03185,-7.58
DB04517,-7.58
DB14663,-7.58
DB02800,-7.57
DB03887,-7.57
DB03363,-7.56
DB12937,-7.56
DB02008,-7.55
DB03268,-7.55
DB12100,-7.55
DB02554,-7.54
DB04209,-7.54
DB07157,-7.54
DB09128,-7.54
DB13848,-7.54
DB04477,-7.53
DB15436,-7.53
DB00157,-7.52
DB01797,-7.52
DB01893,-7.52
DB02714,-7.52
DB03632,-7.52
DB02525,-7.51
DB06346,-7.51
DB08947,-7.51
DB02459,-7.50
DB12575,-7.50
DB01235,-7.49
DB02745,-7.49
DB03986,-7.49
DB04768,-7.49
DB01771,-7.47
DB02511,-7.47
DB03223,-7.47
DB08460,-7.47
DB01946,-7.46
DB02119,-7.46
DB03247,-7.46
DB07764,-7.46
DB02236,-7.45
DB02857,-7.45
DB03124,-7.45
DB03515,-7.45
DB03638,-7.45
DB03730,-7.45
DB09135,-7.45
DB12676,-7.45
DB00131,-7.44
DB02164,-7.44
DB02716,-7.44
DB03737,-7.44
DB04122,-7.44
DB04457,-7.44
DB11648,-7.44
DB03609,-7.43
DB04446,-7.43
DB06106,-7.43
DB08233,-7.43
DB00116,-7.42
DB00360,-7.42
DB00442,-7.42
DB02031,-7.42
DB06626,-7.42
DB13449,-7.42
DB15414,-7.42
DB00651,-7.41
DB06843,-7.41
DB09062,-7.41
DB12323,-7.41
DB00315,-7.40
DB00562,-7.40
DB03510,-7.40
DB04603,-7.40
DB04840,-7.40
DB12228,-7.40
DB02089,-7.39
DB02696,-7.39
DB12154,-7.39
DB01639,-7.38
DB01939,-7.38
DB02824,-7.38
DB11796,-7.38
DB02082,-7.37
DB11772,-7.37
DB01952,-7.36
DB02928,-7.36
DB04239,-7.36
DB13022,-7.36
DB00609,-7.35
DB02671,-7.35
DB04868,-7.35
DB13266,-7.35
DB03349,-7.34
DB07074,-7.34
DB07480,-7.34
DB07894,-7.34
DB14753,-7.34
DB01362,-7.33
DB03233,-7.33
DB03685,-7.33
DB07431,-7.33
DB00229,-7.32
DB04089,-7.32
DB06707,-7.32
DB08131,-7.32
DB13461,-7.32
DB00563,-7.31
DB01793,-7.31
DB01897,-7.31
DB02301,-7.31
DB03288,-7.31
DB04882,-7.31
DB00649,-7.30
DB02452,-7.30
DB03881,-7.30
DB05973,-7.30
DB11705,-7.30
DB12029,-7.30
DB12858,-7.30
DB13243,-7.30
DB02226,-7.29
DB03543,-7.29
DB03591,-7.29
DB04649,-7.29
DB07232,-7.29
DB11256,-7.29
DB12484,-7.29
DB02046,-7.28
DB03327,-7.28
DB04566,-7.28
DB06995,-7.28
DB13616,-7.28
DB03298,-7.27
DB04206,-7.27
DB04222,-7.27
DB04432,-7.27
DB04740,-7.27
DB06211,-7.27
DB03996,-7.26
DB06590,-7.26
DB07522,-7.26
DB07825,-7.26
